업소명,업종,업태,도로명주소
소반,일반음식점,한식,강원특별자치도 강릉시 하슬라로232번길 7-12(교동)
소소한식탁,일반음식점,한식,강원특별자치도 강릉시 관대길36번길 1(내곡동)
소원을말해봐,일반음식점,분식,강원특별자치도 강릉시 남구길10번길 32(포남동)
소쿠리,일반음식점,분식,강원특별자치도 강릉시 문화의길7번길 8(임당동)
소확행,일반음식점,한식,강원특별자치도 강릉시 지변길 28(나동 1~2층 지변동)
손맛을담다,일반음식점,한식,강원특별자치도 강릉시 강동면 율곡로 2034(1층)
솔담,일반음식점,분식,강원특별자치도 강릉시 저동골길 10(저동)
솔바람감자전,일반음식점,분식,강원특별자치도 강릉시 공항길43번길 1(병산동)
솔바람텃골,일반음식점,한식,강원특별자치도 강릉시 주문진읍 주문로 112
솔밭추어탕,일반음식점,한식,강원특별자치도 강릉시 사천면 방동길 330
솔옥,일반음식점,한식,강원특별자치도 강릉시 중앙시장2길 10-4(성남동)
솔올부대찌개,일반음식점,한식,강원특별자치도 강릉시 하슬라로206번길 19-13(교동)
솔이네생선구이,일반음식점,한식,강원특별자치도 강릉시 주문진읍 해안로 1760(1단지1동)
솔이네쌈밥집,일반음식점,한식,강원특별자치도 강릉시 성덕포남로174번길 45(포남동)
솔잎향기식당,일반음식점,한식,강원특별자치도 강릉시 옥가로 38(옥천동)
솔지네관동대점,일반음식점,한식,강원특별자치도 강릉시 범일로579번길 29-7(내곡동)
솔지네식당,일반음식점,한식,강원특별자치도 강릉시 율곡로 2752(노암동)
솔향기추어탕,일반음식점,한식,강원특별자치도 강릉시 난설헌로78번길 38-5(포남동)
솔향대게,일반음식점,한식,강원특별자치도 강릉시 해안로 286(1층 강문동)
솔향미니식당,일반음식점,한식,강원특별자치도 강릉시 동부시장길 12(옥천동)
솔향식당,일반음식점,한식,강원특별자치도 강릉시 옥계면 금진솔밭길 104-32
솔향육개장,일반음식점,한식,강원특별자치도 강릉시 입암로 44(나동 1층 입암동)
솔향초당순두부,일반음식점,한식,강원특별자치도 강릉시 초당순두부길 67(초당동)
솔향축산셀프식당,일반음식점,한식,강원특별자치도 강릉시 유산로 60(유산동)
솔향한우곰탕,일반음식점,한식,강원특별자치도 강릉시 범일로 637(내곡동)
송가소머리국밥,일반음식점,한식,강원특별자치도 강릉시 강릉대로 267-1(교동)
송가원,일반음식점,한식,강원특별자치도 강릉시 옥계면 현내중길 18
송가촌,일반음식점,한식,강원특별자치도 강릉시 경강로2539번길 15(견소동)
송강식당,일반음식점,한식,강원특별자치도 강릉시 강릉대로443번길 19(포남동)
송도불향쭈꾸미,일반음식점,한식,강원특별자치도 강릉시 초당순두부길 51(초당동)
송림칼국수,일반음식점,한식,강원특별자치도 강릉시 사천면 가둔지길 12
송은닭내장,일반음식점,한식,강원특별자치도 강릉시 남구길24번길 33(포남동)
송이랑능이랑,일반음식점,한식,강원특별자치도 강릉시 연곡면 소금강길 469(1층)
송정갈비,일반음식점,한식,강원특별자치도 강릉시 경강로 2505(송정동)
송정불향쭈꾸미,일반음식점,한식,강원특별자치도 강릉시 창해로 85-13(2층 송정동)
송정뷔페백반,일반음식점,한식,강원특별자치도 강릉시 팔송길 6(2층 송정동)
송정추엌탕칼국수,일반음식점,분식,강원특별자치도 강릉시 강릉대로457번길 38(포남동)
송정해변막국수,일반음식점,분식,강원특별자치도 강릉시 창해로 267(강문동)
송죽원안인점,일반음식점,한식,강원특별자치도 강릉시 강동면 대동제방길 52(1층)
송죽원추어탕,일반음식점,한식,강원특별자치도 강릉시 난설헌로88번길 5(포남동)
송참숯갈비,일반음식점,한식,강원특별자치도 강릉시 범일로 654(남강빌딩 1층 101호 내곡동)
송천식당,일반음식점,한식,강원특별자치도 강릉시 연곡면 진고개로 777
송천휴게소식당,일반음식점,한식,강원특별자치도 강릉시 연곡면 진고개로 781-1(1층)
송촌,일반음식점,한식,강원특별자치도 강릉시 연곡면 영진3길 6-2
송촌,일반음식점,한식,강원특별자치도 강릉시 하평3길 44(포남동)
수미골,일반음식점,한식,강원특별자치도 강릉시 하슬라로206번길 19-16(교동)
수상한식당,일반음식점,한식,강원특별자치도 강릉시 강릉대로 302(1층 옥천동)
수작카츠앤드한스델리,일반음식점,한식,강원특별자치도 강릉시 대학길 10(2층 금학동)
수제만두,일반음식점,분식,강원특별자치도 강릉시 옥계면 현내시장길 73(1층)
숙성돈가,일반음식점,한식,강원특별자치도 강릉시 입암로148번길 22(입암동)
숙이매운탕,일반음식점,한식,강원특별자치도 강릉시 주문진읍 작은다리길 34
순남시래기강릉점,일반음식점,한식,강원특별자치도 강릉시 교동광장로100번길 17-3(101호 교동)
순덕이네식당,일반음식점,한식,강원특별자치도 강릉시 옥천로23번길 22(옥천동)
순두부짬뽕초당애,일반음식점,한식,강원특별자치도 강릉시 해안로 388(초당동)
순애닭오리마을,일반음식점,한식,강원특별자치도 강릉시 사임당로61번길 4-17(1층 홍제동)
순자네매운탕,일반음식점,한식,강원특별자치도 강릉시 남구길 21-1(포남동)
술푸마,일반음식점,한식,강원특별자치도 강릉시 주문진읍 작은다리길 5
숨긴뒷고기,일반음식점,한식,강원특별자치도 강릉시 옥천로62번길 17(교동)
숲속집,일반음식점,한식,강원특별자치도 강릉시 성산면 칠봉로 15-7
스마일식당,일반음식점,한식,강원특별자치도 강릉시 경강로2255번길 7(포남동)
스왓띠,일반음식점,한식,강원특별자치도 강릉시 임영로180번길 4(임당동)
스카이베이경포호텔쉘팩토리,일반음식점,한식,강원특별자치도 강릉시 해안로 476(스카이베이 경포호텔 1층 강문동)
스텔라떡볶이강원강릉역점,일반음식점,분식,강원특별자치도 강릉시 강릉대로 285(1층 119호 교동)
스텔라떡볶이강원강릉입암점,일반음식점,분식,강원특별자치도 강릉시 월대산로 59(6호 입암동)
스트릿,일반음식점,한식,강원특별자치도 강릉시 관대길36번길 2(2층 내곡동)
슬이네식당,일반음식점,한식,강원특별자치도 강릉시 옥천로 48(동부시장 1동 1층 50호 옥천동)
시골밥상,일반음식점,한식,강원특별자치도 강릉시 성산면 보현길 56-13
시골본가,일반음식점,한식,강원특별자치도 강릉시 금성로23번길 17-1(성남동)
시골순두부식당,일반음식점,한식,강원특별자치도 강릉시 해안로 517(안현동)
시골식당,일반음식점,한식,강원특별자치도 강릉시 강동면 헌화로 665-1
시골쌈밥,일반음식점,분식,강원특별자치도 강릉시 사천면 본동길 2-1
시골쌈집,일반음식점,한식,강원특별자치도 강릉시 중앙시장2길 6-3(성남동)
시골장칼국수,일반음식점,한식,강원특별자치도 강릉시 경강로2069번길 5(1층 임당동)
시골추어탕,일반음식점,한식,강원특별자치도 강릉시 샘물터길 7(교동)
시골칼국수,일반음식점,분식,"강원특별자치도 강릉시 옥천로 48(옥천동, 동부시장73호)"
시골할머니추어탕,일반음식점,한식,강원특별자치도 강릉시 성산면 솔밭길 16
시나미83,일반음식점,한식,강원특별자치도 강릉시 시루봉길 158-6(1층 난곡동)
시나미왕갈비탕,일반음식점,한식,강원특별자치도 강릉시 중앙시장3길 12(1층 성남동)
시루봉토종닭,일반음식점,분식,강원특별자치도 강릉시 저동등길 116(저동)
시인과바다,일반음식점,한식,강원특별자치도 강릉시 주문진읍 해안로 1887
식껍강릉점,일반음식점,한식,강원특별자치도 강릉시 임영로 7(노암동)
신대성식당,일반음식점,한식,강원특별자치도 강릉시 경강로2069번길 10(1층 임당동)
신리길16,일반음식점,한식,강원특별자치도 강릉시 주문진읍 신리길 16(1층)
신리면옥강릉점,일반음식점,분식,강원특별자치도 강릉시 하슬라로177번길 7(교동)
신리면옥주문진점,일반음식점,분식,강원특별자치도 강릉시 주문진읍 신리천로 82
신리면옥주문진점,일반음식점,분식,강원특별자치도 강릉시 주문진읍 신리천로 84
신선그린가든,일반음식점,한식,강원특별자치도 강릉시 성산면 백두대간로 2777
신선생선구이,일반음식점,한식,강원특별자치도 강릉시 주문진읍 해안로 1817-1
신성기사식당,일반음식점,한식,강원특별자치도 강릉시 강릉대로 98(홍제동)
신성원식당,일반음식점,한식,강원특별자치도 강릉시 율곡로 2880(교동)
신신분식,일반음식점,분식,강원특별자치도 강릉시 강릉대로 336(포남동)
신아우라지식당,일반음식점,한식,강원특별자치도 강릉시 중앙시장1길 13(성남동)
신우성식당,일반음식점,한식,강원특별자치도 강릉시 하슬라로206번길 3-13(교동)
신촌장칼국수,일반음식점,분식,강원특별자치도 강릉시 경강로2255번길 8(포남동)
신행복식당,일반음식점,한식,강원특별자치도 강릉시 경강로2291번길 4(포남동)
신행복포차,일반음식점,한식,강원특별자치도 강릉시 옥가로50번길 3(옥천동)
신흥소머리국밥,일반음식점,한식,강원특별자치도 강릉시 경강로2119번길 13(옥천동)
실롬,일반음식점,분식,강원특별자치도 강릉시 경강로 2029(명주동)
실비생선구이2호점,일반음식점,한식,강원특별자치도 강릉시 주문진읍 해안로 1727(2층)
실비생선구이3호점,일반음식점,한식,강원특별자치도 강릉시 주문진읍 해안로 1723(10동 1층 103호)
실비집,일반음식점,한식,강원특별자치도 강릉시 임영로 159(용강동)
심곡쉼터,일반음식점,한식,강원특별자치도 강릉시 강동면 헌화로 665-4
심곡오미막국수,일반음식점,한식,강원특별자치도 강릉시 강동면 헌화로 659-3(1층)
심곡홍가네식당,일반음식점,한식,강원특별자치도 강릉시 강동면 헌화로 653
심춘옥청국장,일반음식점,한식,강원특별자치도 강릉시 하평4길 43(1층 포남동)
십이월육일,일반음식점,분식,강원특별자치도 강릉시 관대길36번길 5(내곡동)
싱글벙글찜,일반음식점,한식,강원특별자치도 강릉시 옥천로61번길 22(옥천동)
싸다아구찜&탕,일반음식점,한식,강원특별자치도 강릉시 중기길 4(1층 포남동)
싸움의고수강릉포남점,일반음식점,한식,강원특별자치도 강릉시 경강로 2244(1층 포남동)
쌈채수끼샤브샤브,일반음식점,한식,강원특별자치도 강릉시 하슬라로206번길 16-1(교동)
쌈촌&추어탕,일반음식점,한식,강원특별자치도 강릉시 주문진읍 해안2길 6
쌍둥이네보리밥,일반음식점,한식,강원특별자치도 강릉시 주문진읍 연주로 446
쌍둥이식당,일반음식점,한식,강원특별자치도 강릉시 옥계면 생골길 65-8
썬소주방,일반음식점,분식,강원특별자치도 강릉시 옥천로19번길 16(옥천동)
썬한식,일반음식점,한식,강원특별자치도 강릉시 강동면 율곡로 1167
썸얼,일반음식점,한식,강원특별자치도 강릉시 경포로 20-1(교동)
쎄지엠,일반음식점,한식,강원특별자치도 강릉시 연당길 110-1(101호 초당동)
쏙만두강릉점,일반음식점,분식,강원특별자치도 강릉시 율곡로2692번길 56(입암동)
쑥고개토종닭,일반음식점,한식,강원특별자치도 강릉시 성산면 지암길 155-6(1층)
쓰이네,일반음식점,한식,강원특별자치도 강릉시 용지로 118(1층 포남동)
아구듬뿍앤알곤마니,일반음식점,한식,강원특별자치도 강릉시 하평3길 48(1층 포남동)
아궁이,일반음식점,한식,강원특별자치도 강릉시 강릉대로457번길 11(1층 포남동)
아궁이식당,일반음식점,한식,강원특별자치도 강릉시 주문진읍 중앙골목길 20
아리랑마을,일반음식점,한식,강원특별자치도 강릉시 사천면 미노길 69-1
아미고스,일반음식점,한식,강원특별자치도 강릉시 지변길 28(지변동)
아비꼬,일반음식점,한식,강원특별자치도 강릉시 금성로56번길 6(1층 금학동)
아빠의주방,일반음식점,한식,"강원특별자치도 강릉시 율곡로2692번길 14(1층 101,102호 입암동)"
아삭,일반음식점,분식,강원특별자치도 강릉시 중앙시장1길 16(1층 성남동)
아우라지식당,일반음식점,한식,강원특별자치도 강릉시 범일로 516-3(내곡동)
아우라지식당,일반음식점,한식,강원특별자치도 강릉시 강중길 24(입암동)
아저씨네닭도리탕,일반음식점,한식,강원특별자치도 강릉시 남산초교길12번길 46(내곡동)
아침찬,일반음식점,한식,강원특별자치도 강릉시 모산로209번길 35-19(1층 장현동)
아침해,일반음식점,분식,"강원특별자치도 강릉시 옥천로 48(79호 옥천동,동부시장 1층)"
안동국밥.곰탕 주문진점,일반음식점,한식,강원특별자치도 강릉시 주문진읍 주문로 31(1층)
안땔골식당,일반음식점,한식,강원특별자치도 강릉시 임영로 41-1(노암동)
안목愛,일반음식점,한식,강원특별자치도 강릉시 창해로14번길 34(견소동)
안목바다식당,일반음식점,한식,강원특별자치도 강릉시 성덕로 148(병산동)
안목수구레국밥,일반음식점,한식,강원특별자치도 강릉시 창해로2번길 28(견소동)
안목식당,일반음식점,한식,강원특별자치도 강릉시 경강로 2645(견소동)
안목항물회,일반음식점,한식,강원특별자치도 강릉시 경강로 2609(견소동)
안스게장,일반음식점,한식,강원특별자치도 강릉시 경강로 2533(송정동)
안인우리밥상,일반음식점,한식,강원특별자치도 강릉시 강동면 안인일출길 30
안주가강릉교동점,일반음식점,한식,강원특별자치도 강릉시 하슬라로206번길 20-5(1층 교동)
안현가,일반음식점,한식,"강원특별자치도 강릉시 창해로350번길 23(1,2층 강문동)"
알뜨레맛집,일반음식점,한식,강원특별자치도 강릉시 옥천로 48(동부시장 1층 85호 옥천동)
알찬대게,일반음식점,한식,강원특별자치도 강릉시 주문진읍 신리천로 29
암사직화쪽갈비강릉점,일반음식점,한식,강원특별자치도 강릉시 성덕포남로168번길 47(1층 포남동)
압구정제주집,일반음식점,한식,강원특별자치도 강릉시 율곡초교길 5(교동)
애경부침,일반음식점,분식,강원특별자치도 강릉시 중앙시장1길 8(1층 성남동)
야미식당,일반음식점,한식,강원특별자치도 강릉시 강릉대로 171(교동)
야식의정석,일반음식점,한식,강원특별자치도 강릉시 정원로 78-12(1층 교동)
야식철가방,일반음식점,분식,강원특별자치도 강릉시 중기길 4(포남동)
야행,일반음식점,한식,강원특별자치도 강릉시 하슬라로206번길 24-12(1층 교동)
야화,일반음식점,한식,강원특별자치도 강릉시 주문진읍 주문로 40-1(1층)
얌샘김밥강릉유천점,일반음식점,분식,강원특별자치도 강릉시 선수촌로 67(1층 103호 홍제동)
얌샘김밥내곡점,일반음식점,분식,강원특별자치도 강릉시 범일로 630(내곡동)
얌샘김밥주문진점,일반음식점,분식,강원특별자치도 강릉시 주문진읍 연주로 300-1(1층)
양마니명동찌개마을강릉포남점,일반음식점,한식,강원특별자치도 강릉시 하평4길 29(1층 포남동)
양마니명동찌개마을내곡점,일반음식점,한식,강원특별자치도 강릉시 남부로17번길 17-1(1층 내곡동)
양마니명동찌개마을입암점,일반음식점,한식,"강원특별자치도 강릉시 입암로 157(입암동,외 1필지)"
양지,일반음식점,한식,강원특별자치도 강릉시 토성로 192(옥천동)
양지가마솥쌈밥,일반음식점,한식,강원특별자치도 강릉시 경강로2302번길 3(포남동)
양지뜰식당,일반음식점,한식,강원특별자치도 강릉시 임영로163번길 9(1층 홍제동)
양지막국수,일반음식점,분식,강원특별자치도 강릉시 안현로 30(안현동)
양지식당,일반음식점,한식,강원특별자치도 강릉시 율곡로 2946(교동)
양평식당,일반음식점,한식,강원특별자치도 강릉시 주문진읍 항구2길 8(1층)
양평콩나물국밥,일반음식점,한식,"강원특별자치도 강릉시 강변로 270(101동 103호 노암동, 신화아파트)"
양평해장국 강릉점,일반음식점,한식,강원특별자치도 강릉시 사임당로 131-1(지하1층 101호 홍제동)
양푼일번지,일반음식점,한식,강원특별자치도 강릉시 율곡로 2760-1(3층 노암동)
어림지,일반음식점,한식,강원특별자치도 강릉시 강릉대로 340(포남동)
어머니밥상,일반음식점,한식,강원특별자치도 강릉시 강동면 헌화로 1096-1
어메야,일반음식점,한식,강원특별자치도 강릉시 하슬라로232번길 7-9(교동)
어부네코다리강릉내곡점,일반음식점,한식,강원특별자치도 강릉시 남부로17번길 17(1층 내곡동)
어부지리,일반음식점,한식,강원특별자치도 강릉시 용지로 148(1층 102호 옥천동)
어부촌,일반음식점,한식,강원특별자치도 강릉시 주문진읍 신리천로 27(1층)
어성골실내포장마차,일반음식점,한식,강원특별자치도 강릉시 금성로5번길 6(성남동)
어야네,일반음식점,한식,강원특별자치도 강릉시 임영로 54(노암동)
어울림밥퍼식당,일반음식점,한식,강원특별자치도 강릉시 강릉대로457번길 13(1층 포남동)
어촌뉴딜,일반음식점,한식,강원특별자치도 강릉시 주문진읍 주문리 791-46
언덕위에일번지,일반음식점,한식,강원특별자치도 강릉시 성덕포남로182번길 7(포남동)
얼큰이,일반음식점,한식,강원특별자치도 강릉시 관대길15번길 11(내곡동)
엄니밥집,일반음식점,한식,강원특별자치도 강릉시 사천면 방동길 43(1층)
엄마손막국수,일반음식점,분식,강원특별자치도 강릉시 운정길 40(난곡동)
엄마손맛집,일반음식점,한식,강원특별자치도 강릉시 주문진읍 작은다리길 32
엄마순대,일반음식점,한식,강원특별자치도 강릉시 옥계면 현내시장길 51
엄마여기,일반음식점,분식,강원특별자치도 강릉시 신대학길 17(1층 118호 금학동)
엉클76,일반음식점,한식,강원특별자치도 강릉시 토성로 190(1층 옥천동)
에스앤씨펩시카페안목살롱,일반음식점,한식,강원특별자치도 강릉시 창해로 31(견소동)
에이치클라쓰,일반음식점,분식,강원특별자치도 강릉시 선수촌로 70(JS빌딩 1층 102호 홍제동)
엘사의아지트,일반음식점,한식,강원특별자치도 강릉시 하평3길 16(지하층 포남동)
여고시절떡볶이,일반음식점,분식,강원특별자치도 강릉시 신대학길 22(금학동)
여기다식당,일반음식점,한식,강원특별자치도 강릉시 남부로17번길 39(1층 내곡동)
여기어때?,일반음식점,한식,강원특별자치도 강릉시 가작로 85-1(상가동 202호 교동)
여왕개미식당,일반음식점,한식,강원특별자치도 강릉시 금성로23번길 4(성남동)
여왕숯불갈비,일반음식점,한식,강원특별자치도 강릉시 율곡초교길39번길 19-2(교동)
여우애김밥강릉송정점,일반음식점,한식,강원특별자치도 강릉시 경강로2539번길 13(1층 104호 견소동)
여포갈비,일반음식점,한식,강원특별자치도 강릉시 하평길 64(포남동)
연곡꾹저구탕,일반음식점,한식,강원특별자치도 강릉시 연곡면 진고개로 2679
연곡면옥,일반음식점,분식,강원특별자치도 강릉시 연곡면 남평길 17
연곡보리밥집,일반음식점,한식,강원특별자치도 강릉시 연곡면 송림버당길 7
연곡식당,일반음식점,한식,강원특별자치도 강릉시 연곡면 연주로 33
연곡유정오리,일반음식점,한식,강원특별자치도 강릉시 연곡면 성안길 49(1층)
연곡이모네,일반음식점,한식,강원특별자치도 강릉시 연곡면 진고개로 2725-1
연곡전주식당,일반음식점,한식,강원특별자치도 강릉시 연곡면 진고개로 2726-6
연남물갈비강릉노암점,일반음식점,한식,강원특별자치도 강릉시 임영로 70-1(노암동)
연자네보리밥,일반음식점,한식,"강원특별자치도 강릉시 강릉대로 463(7호,8호 포남동)"
연화마을,일반음식점,한식,강원특별자치도 강릉시 강동면 풍호길 100-1
열정곱창,일반음식점,분식,강원특별자치도 강릉시 주문진읍 시장길 39(1층)
열정국밥,일반음식점,한식,강원특별자치도 강릉시 율곡초교길43번길 14(교동)
염가네꼬막무침,일반음식점,한식,강원특별자치도 강릉시 옥천로 48(동부시장 1층 107호 옥천동)
영동막국수,일반음식점,분식,강원특별자치도 강릉시 창해로 85-40(1층 송정동)
영동의정부부대찌개,일반음식점,한식,강원특별자치도 강릉시 옥계면 현내시장길 62
영미네부침,일반음식점,한식,강원특별자치도 강릉시 중앙시장1길 15-1(성남동)
영세감자탕,일반음식점,한식,강원특별자치도 강릉시 원대로 29(교동)
영진돈,일반음식점,한식,강원특별자치도 강릉시 연곡면 홍질목길 12(1층 204호 영진 코아루비치테라스)
영진보리밥쌈밥,일반음식점,한식,강원특별자치도 강릉시 연곡면 영진길 28
영진식당,일반음식점,한식,강원특별자치도 강릉시 은행나무길 5(옥천동)
영진항,일반음식점,한식,강원특별자치도 강릉시 주문진읍 신리천로 11
영푸드,일반음식점,한식,강원특별자치도 강릉시 하슬라로232번길 13-13(1층 교동)
영흥야식,일반음식점,한식,강원특별자치도 강릉시 토성로 189-1(옥천동)
예당,일반음식점,한식,강원특별자치도 강릉시 성덕로 97(1층 병산동)
예림식당,일반음식점,분식,강원특별자치도 강릉시 강릉대로457번길 12(포남동)
예향막국수,일반음식점,분식,강원특별자치도 강릉시 공항길 12(병산동)
옛길가든화정,일반음식점,한식,강원특별자치도 강릉시 성산면 대관령옛길 119
옛길만나가든,일반음식점,한식,강원특별자치도 강릉시 성산면 대관령옛길 136
옛길맛집,일반음식점,한식,강원특별자치도 강릉시 성산면 대관령옛길 106(1층)
옛날식당,일반음식점,한식,강원특별자치도 강릉시 용지각길 13(포남동)
옛날집,일반음식점,한식,강원특별자치도 강릉시 강동면 헌화로 1049
옛날집추어탕,일반음식점,한식,강원특별자치도 강릉시 칠성로 623(노암동)
옛날초당순두부,일반음식점,한식,강원특별자치도 강릉시 운정길 141(운정동)
옛날추어탕,일반음식점,한식,강원특별자치도 강릉시 송정길 12(송정동)
옛빙그레,일반음식점,한식,강원특별자치도 강릉시 임영로116번안길 12(금학동)
옛우리식당,일반음식점,한식,강원특별자치도 강릉시 경강로2095번길 5(임당동)
옛진고개식당,일반음식점,한식,강원특별자치도 강릉시 경강로2103번길 15-2(임당동)
옛초당만두식당,일반음식점,한식,강원특별자치도 강릉시 연당길 78(초당동)
옛카나리아,일반음식점,한식,강원특별자치도 강릉시 성산면 구산길 72-1
옛카네이션,일반음식점,한식,강원특별자치도 강릉시 성산면 구산길 32
오감만족본점,일반음식점,한식,강원특별자치도 강릉시 경강로2267번길 18(포남동)
오남이네,일반음식점,한식,강원특별자치도 강릉시 성산면 구산길 66
오뉴월,일반음식점,분식,강원특별자치도 강릉시 남문길 9(1층 남문동)
오늘도김밥,일반음식점,분식,강원특별자치도 강릉시 주문진읍 매맥이아랫길 14-3
오늘반찬,일반음식점,한식,강원특별자치도 강릉시 가작로 71(상가동 105호 교동)
오다가다,일반음식점,한식,강원특별자치도 강릉시 옥계면 옥계로 738(1층)
오대산송이토종닭,일반음식점,한식,강원특별자치도 강릉시 연곡면 부연동길 15
오떡후강릉점,일반음식점,분식,강원특별자치도 강릉시 강릉대로194번길 11-2(1층 임당동)
오뚜기식당,일반음식점,한식,강원특별자치도 강릉시 산양길 10(포남동)
오렌지푸드시스템,일반음식점,한식,강원특별자치도 강릉시 강동면 율곡로 2005-14(1층)
오로지김밥카페,일반음식점,분식,강원특별자치도 강릉시 사천면 중앙서로 92-104
오리야식,일반음식점,한식,강원특별자치도 강릉시 주문진읍 주문로 133-1
오무라안,일반음식점,한식,강원특별자치도 강릉시 성덕포남로188번길 27(포남동)
오병이어식당,일반음식점,한식,강원특별자치도 강릉시 보래미하길 97(포남동)
오복맛집,일반음식점,한식,강원특별자치도 강릉시 옥가로58번길 2(옥천동)
오복이네,일반음식점,한식,강원특별자치도 강릉시 주문진읍 구시장길 3-1
오봉능이백숙,일반음식점,한식,강원특별자치도 강릉시 성산면 오봉서원길 55
오봉막국수,일반음식점,분식,강원특별자치도 강릉시 성산면 칠봉로 16
오봉이해물칼국수,일반음식점,분식,강원특별자치도 강릉시 창해로 461(해안상가A-1 2층 강문동)
오봉집강원강릉점,일반음식점,한식,강원특별자치도 강릉시 솔올로 71(1층 교동)
오부장족발보쌈,일반음식점,한식,"강원특별자치도 강릉시 하평3길 37(상가동 1층 101호 포남동, 일송아파트)"
오블리제,일반음식점,분식,강원특별자치도 강릉시 화부산로 140(교동)
오색식당,일반음식점,한식,"강원특별자치도 강릉시 옥천로 48(옥천동,동부시장1층 102호)"
오색자연산민물장어민물매운탕,일반음식점,한식,강원특별자치도 강릉시 남구길11번길 1(포남동)
오성관,일반음식점,한식,강원특별자치도 강릉시 남항진동 113-2 2층 37호
오션스파,일반음식점,한식,강원특별자치도 강릉시 연곡면 연주로 234
오션시티함바식당,일반음식점,한식,강원특별자치도 강릉시 경강로2539번길 33(1층 송정동)
오솔길식당,일반음식점,한식,강원특별자치도 강릉시 토성로123번길 3(홍제동)
오아시스찜질방구내식당,일반음식점,한식,강원특별자치도 강릉시 솔올로5번길 53(교동)
오월의초당,일반음식점,한식,강원특별자치도 강릉시 난설헌로 234-5(초당동)
오죽한우림,일반음식점,한식,강원특별자치도 강릉시 난설헌로78번길 38-1(1~2층 포남동)
오징어불고기,일반음식점,한식,강원특별자치도 강릉시 명륜로 129(1층 포남동)
오채연,일반음식점,한식,강원특별자치도 강릉시 성산면 칠봉로 26-45
옥거리마을관리사회적협동조합,일반음식점,한식,강원특별자치도 강릉시 수문길13번길 17-2(옥천동)
옥계감나무식당,일반음식점,한식,강원특별자치도 강릉시 옥계면 동해대로 310
옥계두메산골,일반음식점,한식,강원특별자치도 강릉시 옥계면 현내시장길 68
옥계찐빵,일반음식점,분식,강원특별자치도 강릉시 옥계면 현내중길 1
옥계코다리,일반음식점,한식,강원특별자치도 강릉시 옥계면 현내시장길 68
옥래식당,일반음식점,한식,강원특별자치도 강릉시 남구길30번길 12(포남동)
옥상달빛,일반음식점,한식,강원특별자치도 강릉시 관대길 30(내곡동)
옥천낙지,일반음식점,한식,강원특별자치도 강릉시 수문길21번길 11(옥천동)
옥천대박식당,일반음식점,한식,강원특별자치도 강릉시 중기1길 4-1(옥천동)
옥천보리밥집,일반음식점,한식,강원특별자치도 강릉시 경강로2115번길 16-1(옥천동)
온도,일반음식점,한식,강원특별자치도 강릉시 선수촌로63번길 22-8(1층 홍제동)
옴니버스,일반음식점,한식,강원특별자치도 강릉시 관대길 33(내곡동)
옹막상회,일반음식점,한식,강원특별자치도 강릉시 중기2길 11(옥천동)
옹심이중국집,일반음식점,한식,강원특별자치도 강릉시 공항길 28(병산동)
와와튀김전문점,일반음식점,한식,강원특별자치도 강릉시 중앙시장3길 22-1(성남동)
와이앤지,일반음식점,한식,강원특별자치도 강릉시 경포로475번길 41(안현동)
완선섭국,일반음식점,한식,강원특별자치도 강릉시 경강로2255번길 20(포남동)
왕궁대게킹,일반음식점,한식,강원특별자치도 강릉시 해안로 280(1층 2호 강문동)
왕릉식당,일반음식점,한식,강원특별자치도 강릉시 성산면 삼왕길 192
왕바우식당,일반음식점,한식,강원특별자치도 강릉시 연곡면 진고개로 1142
왕바우아구찜,일반음식점,한식,강원특별자치도 강릉시 사임당로107번길 11(홍제동)
왕산골식당,일반음식점,한식,강원특별자치도 강릉시 옥천로 48(동부시장 32~33호 옥천동)
왕솔밭칼국수,일반음식점,한식,강원특별자치도 강릉시 주문진읍 구시장길 11(1층)
왕초신불닭,일반음식점,한식,강원특별자치도 강릉시 홍제로 50(홍제동)
외가집,일반음식점,한식,강원특별자치도 강릉시 임영로116번안길 10(1층 금학동)
외갓집밥,일반음식점,한식,강원특별자치도 강릉시 강릉대로 343(1층 포남동)
요맛디저트/만나커피,일반음식점,분식,강원특별자치도 강릉시 신대학길 39-2(1층 금학동)
용강고향집,일반음식점,한식,강원특별자치도 강릉시 수문길33번길 25(옥천동)
용강옛날집,일반음식점,한식,"강원특별자치도 강릉시 임영로155번길 6(용강동,서부시장 1층 5,6,8호)"
용보쌈,일반음식점,한식,강원특별자치도 강릉시 하슬라로232번길 8(교동)
용봉식당,일반음식점,한식,강원특별자치도 강릉시 경강로2268번길 4(포남동)
용비집,일반음식점,한식,강원특별자치도 강릉시 하슬라로206번길 8-9(교동)
용삼이네,일반음식점,한식,강원특별자치도 강릉시 주문진읍 구시장길 6
용소집,일반음식점,한식,강원특별자치도 강릉시 주문진읍 구시장길 3-3
용우동,일반음식점,분식,강원특별자치도 강릉시 범일로579번길 21(내곡동)
용우동강릉역점,일반음식점,분식,강원특별자치도 강릉시 용지로 176(강릉역 교동)
용우동유천점,일반음식점,분식,강원특별자치도 강릉시 선수촌로 79-7(106호 홍제동)
용우동중앙점,일반음식점,한식,강원특별자치도 강릉시 금성로56번길 7(금학동)
용장군,일반음식점,한식,강원특별자치도 강릉시 성덕포남로188번길 34(포남동)
용추골미궁순대,일반음식점,한식,강원특별자치도 강릉시 정원로 73-8(교동)
