업소명,업종,업태,도로명주소
포남밥집,일반음식점,분식,강원특별자치도 강릉시 성덕포남로168번길 15(1층 포남동)
포남부영식당,일반음식점,한식,강원특별자치도 강릉시 성덕포남로153번길 3(포남동)
포남사골옹심이,일반음식점,한식,강원특별자치도 강릉시 남구길10번길 11(포남동)
포남샤브샤브칼국수,일반음식점,분식,강원특별자치도 강릉시 경강로2223번길 27(포남동)
포항집,일반음식점,한식,강원특별자치도 강릉시 중앙시장2길 58(성남동)
포항한우곰탕,일반음식점,한식,강원특별자치도 강릉시 성덕로138번길 1(병산동)
퐁닭,일반음식점,한식,강원특별자치도 강릉시 경강로 2446(강릉송정한신더휴아파트 1층 103호 송정동)
푸드푸드,일반음식점,한식,강원특별자치도 강릉시 주문진읍 시장3길 5(1층 제2호)
푸드홈샌드파인CC,일반음식점,한식,강원특별자치도 강릉시 저동등길 53(저동)
푸른밤소주방,일반음식점,한식,강원특별자치도 강릉시 주문진읍 중앙골목길 23
푸짐이왕족발보쌈본점,일반음식점,한식,강원특별자치도 강릉시 율곡초교길43번길 12(1층 교동)
푸짐한감자탕,일반음식점,한식,강원특별자치도 강릉시 강릉대로 369-5(포남동)
"푸짐한밥상, 푸짐한포차",일반음식점,한식,강원특별자치도 강릉시 화부산로 10(103호 교동)
품바감자탕&홍돼지국밥교동택지점,일반음식점,한식,강원특별자치도 강릉시 하슬라로192번길 17(1층 교동)
풍경,일반음식점,한식,강원특별자치도 강릉시 연곡면 신왕길 71-10(1층)
풍년집,일반음식점,한식,"강원특별자치도 강릉시 옥천로 48(1층 110호 옥천동, 동부시장)"
풍성한밥상,일반음식점,한식,강원특별자치도 강릉시 주문진읍 연주로 316(1층)
풍족,일반음식점,분식,강원특별자치도 강릉시 임영로 122(성내동)
플라잉키친강릉점,일반음식점,한식,강원특별자치도 강릉시 옥가로7번길 12(옥천동)
피비피샌드위치,일반음식점,분식,강원특별자치도 강릉시 해안로 476(스카이베이 경포호텔 지하층 1002호 강문동)
피터콤마,일반음식점,한식,강원특별자치도 강릉시 경강로 2608(견소동)
필식당,일반음식점,한식,강원특별자치도 강릉시 강동면 헌화로 1009
하나로본감자탕,일반음식점,한식,강원특별자치도 강릉시 임영로 13(노암동)
하나로식당,일반음식점,한식,강원특별자치도 강릉시 율곡로 2792(성남동)
하나찜,일반음식점,한식,강원특별자치도 강릉시 경강로2119번길 11(1층 옥천동)
하누국밥,일반음식점,한식,강원특별자치도 강릉시 강릉대로457번길 23(포남동)
하누리감자탕부대찌개,일반음식점,한식,강원특별자치도 강릉시 구정면 구정중앙로 119(1층)
하늘천따지,일반음식점,한식,강원특별자치도 강릉시 구정면 금평로 190-6
하루,일반음식점,한식,강원특별자치도 강릉시 남구길18번길 15(다동 1층 포남동)
하슬라오정포차,일반음식점,한식,강원특별자치도 강릉시 강릉대로443번길 2(포남동)
하월당,일반음식점,한식,강원특별자치도 강릉시 초당순두부길 89-12(1층 초당동)
학마을흑염소,일반음식점,한식,강원특별자치도 강릉시 구정면 범일로 274(1층)
학사식당,일반음식점,한식,강원특별자치도 강릉시 지변길 10(지변동)
학산2리마을부녀회,일반음식점,한식,강원특별자치도 강릉시 구정면 금평로 119(정보화의집 1층)
학산시골밥상,일반음식점,한식,강원특별자치도 강릉시 구정면 범일로 131
한가위식당,일반음식점,한식,강원특별자치도 강릉시 율곡초교길11번길 30(교동)
한끼국밥,일반음식점,분식,강원특별자치도 강릉시 강릉대로 172(교동)
한뚝배기,일반음식점,한식,강원특별자치도 강릉시 회산로383번길 54-5(회산동)
한성먹거리,일반음식점,한식,강원특별자치도 강릉시 남구길30번길 11(포남동)
한성식당,일반음식점,한식,강원특별자치도 강릉시 금성로31번길 7(성남동)
한송정愛한끼,일반음식점,한식,강원특별자치도 강릉시 수문길 60-1(1층 옥천동)
한송정보리밥,일반음식점,한식,강원특별자치도 강릉시 수문길 60-1(1층 옥천동)
한솥도시락강릉원주대점,일반음식점,한식,강원특별자치도 강릉시 지변길 20(나동 1층 101호 지변동)
한양만두분식,일반음식점,분식,강원특별자치도 강릉시 화부산로 122(교동)
한양왕족발 강릉점,일반음식점,한식,강원특별자치도 강릉시 강변로440번길 6(코아루일번지상가동 101호 입암동)
한양육회,일반음식점,한식,강원특별자치도 강릉시 선수촌로63번길 26-12(1층 홍제동)
한우덕,일반음식점,한식,강원특별자치도 강릉시 경강로2024번길 27(명주동)
한우리식당,일반음식점,한식,강원특별자치도 강릉시 금성로5번길 14(성남동)
한터집,일반음식점,한식,강원특별자치도 강릉시 왕산면 노추산로 583-10
할매곰치국,일반음식점,한식,강원특별자치도 강릉시 주문진읍 주문북로 6
할매집,일반음식점,분식,강원특별자치도 강릉시 주문진읍 시장길 30
할머니가래떡볶이,일반음식점,분식,강원특별자치도 강릉시 범일로 597(103호 내곡동)
함지네먹거리,일반음식점,한식,강원특별자치도 강릉시 금성로14번길 7(1층 금학동)
항구곰치국,일반음식점,한식,강원특별자치도 강릉시 주문진읍 항구로 64
항구식당,일반음식점,한식,강원특별자치도 강릉시 사천면 진리항구길 55(1층)
항아리옹심이,일반음식점,분식,강원특별자치도 강릉시 주문진읍 주문로 109
항아리칼국수,일반음식점,분식,강원특별자치도 강릉시 경강로2291번길 33(포남동)
해담,일반음식점,한식,강원특별자치도 강릉시 하평6길 13(1층 포남동)
해돋이식당,일반음식점,한식,강원특별자치도 강릉시 강동면 헌화로 1015
해동막국수,일반음식점,분식,강원특별자치도 강릉시 가작로274번길 4(포남동)
해동식당,일반음식점,한식,강원특별자치도 강릉시 남구길18번길 39(포남동)
해두리치킨피자포남점,일반음식점,한식,강원특별자치도 강릉시 성덕포남로188번길 15(포남동)
해먹,일반음식점,한식,강원특별자치도 강릉시 가작로 21(1층 교동)
해물과찜,일반음식점,한식,강원특별자치도 강릉시 하평길 11(102호 포남동)
해물동네,일반음식점,한식,강원특별자치도 강릉시 주문진읍 항구로 57
해물천국,일반음식점,한식,강원특별자치도 강릉시 임영로 40(노암동)
해물파는삼촌,일반음식점,한식,강원특별자치도 강릉시 남부로125번길 26(내곡동)
해바라기분식,일반음식점,분식,강원특별자치도 강릉시 주문진읍 작은다리길 21-1(1층)
해영이네 밥상,일반음식점,한식,강원특별자치도 강릉시 주문진읍 시장길 38(주문진수산시장)
해우정맛집,일반음식점,한식,강원특별자치도 강릉시 선수촌로63번길 18-9(홍제동)
해장국마을,일반음식점,한식,강원특별자치도 강릉시 강동면 안인진길 26
해주오가전통육개장,일반음식점,한식,강원특별자치도 강릉시 교동광장로100번길 17-3(102호 교동)
해촌해물삼계탕,일반음식점,한식,강원특별자치도 강릉시 경강로2245번길 28(포남동)
핵밥강릉교동점,일반음식점,한식,강원특별자치도 강릉시 솔올로5번길 7(교동)
햇빛가든,일반음식점,한식,강원특별자치도 강릉시 난설헌로78번길 23(포남동)
행복한모루구내식당,일반음식점,한식,강원특별자치도 강릉시 율곡로 2923-12(교동)
행복한밥집,일반음식점,한식,강원특별자치도 강릉시 하슬라로232번길 18-4(교동)
행복한식탁,일반음식점,한식,강원특별자치도 강릉시 노암길42번길 24(노암한라아파트 상가동 노암동)
행운해장국,일반음식점,한식,강원특별자치도 강릉시 연곡면 영진3길 8-2
향골,일반음식점,한식,강원특별자치도 강릉시 명륜로 13(1층 교동)
향미식당,일반음식점,한식,강원특별자치도 강릉시 왕산면 백두대간로 1988
향이네꼬마김밥,일반음식점,분식,강원특별자치도 강릉시 임영로155번길 6(서부시장 지하층 26호 용강동)
현대옥강릉역점,일반음식점,한식,강원특별자치도 강릉시 강릉대로 337-5(101동 107호 포남동)
현대장칼국수2호점,일반음식점,분식,강원특별자치도 강릉시 남산초교길11번길 25(1층 내곡동)
현자네해물촌,일반음식점,한식,강원특별자치도 강릉시 주문진읍 연주로 244-69
현풍닭칼국수,일반음식점,한식,"강원특별자치도 강릉시 선수촌로 116(1층 102, 103호 유천동)"
형분식한식,일반음식점,한식,강원특별자치도 강릉시 관솔길 97-3(내곡동)
형제막국수,일반음식점,분식,강원특별자치도 강릉시 사임당로 113-3(홍제동)
형제만두,일반음식점,분식,강원특별자치도 강릉시 임영로140번길 3(임당동)
형제매운양푼갈비,일반음식점,한식,강원특별자치도 강릉시 경강로 2613(견소동)
형제칼국수,일반음식점,분식,강원특별자치도 강릉시 강릉대로204번길 2(교동)
혜성흑염소,일반음식점,한식,강원특별자치도 강릉시 사천면 중앙서로 23(1층)
혜자식당,일반음식점,한식,강원특별자치도 강릉시 성덕포남로153번길 7(포남동)
혜진식당1호점,일반음식점,한식,강원특별자치도 강릉시 주문진읍 해안로 1754(2단지4동)
호시탐탐,일반음식점,한식,강원특별자치도 강릉시 경강로 2291(포남동)
호야,일반음식점,한식,강원특별자치도 강릉시 입암로 147(1층 105호 입암동)
호주가,일반음식점,한식,강원특별자치도 강릉시 강변로 116(1층 내곡동)
홍가네,일반음식점,한식,강원특별자치도 강릉시 사천면 진리해변길 52(1층)
홍가네국밥,일반음식점,한식,강원특별자치도 강릉시 연곡면 영진길 21
홍가네닭칼국수,일반음식점,한식,강원특별자치도 강릉시 공항길 151(1층 남항진동)
홍게왕국,일반음식점,한식,강원특별자치도 강릉시 주문진읍 해안로 1787-1(1층)
홍돼지국밥본점,일반음식점,한식,강원특별자치도 강릉시 강릉대로 237(교동)
홍두깨손칼국수,일반음식점,분식,강원특별자치도 강릉시 강릉대로 392(포남동)
홍제기사식당,일반음식점,한식,강원특별자치도 강릉시 경강로 1955(홍제동)
홍제동언덕길그집,일반음식점,한식,강원특별자치도 강릉시 홍제로 55(홍제동)
홍제삼겹살,일반음식점,한식,강원특별자치도 강릉시 홍제로 46(1층 홍제동)
홍질목추어탕,일반음식점,한식,강원특별자치도 강릉시 연곡면 홍질목길 54
홍희통닭,일반음식점,한식,강원특별자치도 강릉시 경강로 2500(송정동)
화덕식당,일반음식점,한식,강원특별자치도 강릉시 성덕포남로153번길 28(포남동)
화부산막국수,일반음식점,분식,강원특별자치도 강릉시 명륜로 59(교동)
화성칼국수,일반음식점,분식,강원특별자치도 강릉시 가작로274번길 3(포남동)
황가네막국수냉면,일반음식점,한식,강원특별자치도 강릉시 경강로 2256(포남동)
황가네함흥냉면,일반음식점,분식,강원특별자치도 강릉시 하슬라로206번길 8-4(교동)
황가본점,일반음식점,한식,강원특별자치도 강릉시 주문진읍 동해대로 4957
황금도깨비찐빵왕만두,일반음식점,분식,강원특별자치도 강릉시 용지로 132(옥천동)
황란식당,일반음식점,한식,강원특별자치도 강릉시 용지로 23(1층 109호 입암동)
황칠국밥,일반음식점,한식,강원특별자치도 강릉시 주문진읍 해안로 1808(1층)
황토금강식당,일반음식점,한식,강원특별자치도 강릉시 연곡면 진고개로 2697-10
